reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
93f3682f-77a1-432c-8b80-caff6d60535b,Aminu Brefo,https://play-lh.googleusercontent.com/a-/ALV-UjVQ0INpGCHK2qVPxPvVemlHxdE0vah3cpxc9PvEWzF4UPUM4Yw,nice app,4,0,15.4.0,2024-05-09 20:39:42,,,15.4.0
5c5d5e78-d6cf-4b80-9514-f1fc64fda15d,Cory Warner,https://play-lh.googleusercontent.com/a-/ALV-UjXaCeydkked-5dpWx2n5fYse9Jk7bu8mLwX_6W25OCeWApvghHw,"This app It's absolutely horrible. It keeps sending me notification saying that I have matches, but when I go in there's no matches. It's just doing it, so I'll open the app. And then it can try to get me to buy the subscription.",1,0,15.7.1,2024-05-09 20:34:04,,,15.7.1
8c94c0c2-c654-46a6-a8c6-dc38ddbe4b6b,TAMIM TALUKDAR,https://play-lh.googleusercontent.com/a-/ALV-UjXxnO0ImadJJcz52UWMN9u05ZapTZFnvqa9sIhFQlHytNcrFp8,good,5,0,15.7.1,2024-05-09 20:27:20,,,15.7.1
3e1d7095-45cb-440d-bca3-0d7271fa3840,thahawam lab,https://play-lh.googleusercontent.com/a-/ALV-UjXQSAKCckL0KWWBYzVm34srK9-dxYMzXbe2BoRnpgcHxjSgUp6y,Worst app. Curse this app forever,1,0,14.24.3,2024-05-09 20:06:51,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-01-07 05:07:45,14.24.3
47eab75e-0ba6-40bf-94aa-7f819ffc5202,Jacob Heinrichs,https://play-lh.googleusercontent.com/a/ACg8ocIsf3NsXSr72DfgLSmT8F7CIYHSr30V8mEHByEefL8syx96dg=mo,My account continuously fails to delete no matter what I do. This app is atrocious and a complete joke.,1,0,15.7.1,2024-05-09 19:45:58,,,15.7.1
8c105d8f-5e25-4ad0-a814-26fa45aad5f7,Harsh,https://play-lh.googleusercontent.com/a-/ALV-UjUDgkl_zQDeAS1zZzb_IAhkqoda6WSwLl2_RK0apIix9I7USjEzDQ,I want to delete my account but it's not allowing me. Says failed to delete account.,1,0,15.7.1,2024-05-09 19:43:22,,,15.7.1
60814b03-8e31-4c3b-8093-49e08528d934,Stephanie Lovely,https://play-lh.googleusercontent.com/a-/ALV-UjXp9GZPQKCJGRhBCDnu5jbyVg5eL0fT7fsVxpxVS23lIq3hJt5i,Why does my account keeping going under review? And ive tried the photo verification like 10 times and it's never gone through.,1,1,15.7.1,2024-05-09 19:40:01,,,15.7.1
7176037a-2d89-4a4b-9d2e-4c8da60211c8,Tamara 8,https://play-lh.googleusercontent.com/a/ACg8ocJluNsDu5gimMjVEiNN80WLSnVVft3pe7LX05U25K0jwAof8Q=mo,"Already verified my profile, already paid for subscription, everything was fine and all of sudden a request for me to verify my profile again because of "" recent suspicious activity"" ????? Asking me to verify that I'm human multiple times???? What's going on with this app????",1,1,,2024-05-09 19:32:56,,,
bf544ffd-0df7-4d96-8682-6bf37457a8d5,Bebit Celbin,https://play-lh.googleusercontent.com/a-/ALV-UjVwW-PZatGW7tlCFALCtVfYUxrIY4PH1Ra0eh9igsnY07eTjgY,Not for an upcoming person. Later.,1,0,,2024-05-09 19:28:47,,,
e1ad2009-b8d2-4f7d-9b95-81fb75c9b278,Prince Parmar,https://play-lh.googleusercontent.com/a/ACg8ocJOLez77TSHHcpx-DFPCVVZdGxkq8bNmkKrCvBVoIdHBwujkA=mo,great appreciation,5,0,15.7.1,2024-05-09 19:27:51,,,15.7.1
e2e6ab40-1480-4228-a078-0cff4ce9f594,elazory,https://play-lh.googleusercontent.com/a-/ALV-UjWZ3v3Ur2YyX7v44Dz05QucN6TZiF6yy9gUEeJLpnwuI9UNTWk5,"SCAM AND FAKE ACCOUNTZ THEY TAKE YOUR MONEY THEN RESTRIST YOUR ACCOUNT , GO FOR bumbel Scammers and bunch of hackers in this app., they banned me for no reason and refused to refund my money although I uploaded my ID many times and they just send robotic useless answers , don't use this app or pay money as they will restrict your account for no logic reasons . This app is a SCAM",1,1,,2024-05-09 19:19:34,,,
ae4ff5ac-0327-416a-8a40-28c9dae13a2a,Home House,https://play-lh.googleusercontent.com/a/ACg8ocLxwAujIWNawdGXp7qtBub44iOl8m8CyK_XBPuu_0AuES5Apw=mo,Sharp,5,0,15.7.1,2024-05-09 19:05:59,,,15.7.1
cf90c781-aca1-4afc-8f7a-18eae7d9d87f,Sanjay Vijayan. M,https://play-lh.googleusercontent.com/a-/ALV-UjXxSOoHqXCL5x6nHMb-YPCDb-ce5DInRZgKW5pKtvYXcvs7M8g,Very slow,1,0,15.7.1,2024-05-09 19:00:23,,,15.7.1
45bdad22-b740-4125-a331-0ec03b647193,The Real PughTube,https://play-lh.googleusercontent.com/a/ACg8ocIrXIKfQDY7G5kf8jWOQmTgJjjO9rgteHMJwvujqIf4DENER80=mo,"Absolute scam. You'll get 0 matches until your Gold runs out - then get about 18 likes that you can't see. Match with any of them, you won't get a reply. Resubscribe to Gold, 0 likes again. Ageist pricing - the older you are, the more you pay.",1,0,15.7.1,2024-05-09 18:59:34,,,15.7.1
69a9e77b-771c-4761-89b1-7e5714c03a90,Mel Knoll,https://play-lh.googleusercontent.com/a-/ALV-UjUWEI2mfwVKeE9SQTEDoZLNlBCYOQCZXoSf5GKwberKszOKTDE6,I am always polite and respectful and one use called me ugly all I said to her don't judge she blocks me and now I am banned sprrnk last month 1k on to get platinum and over 100 boosts and 500 supervises and now I lose every including my $$ and be banned for defending myself,1,1,15.7.1,2024-05-09 18:54:38,,,15.7.1
175b1f01-9399-483e-bb5a-cde32ec1b135,Tabitha Filingo,https://play-lh.googleusercontent.com/a-/ALV-UjXNhVAIV09Mid36Lyl5UGyMhLV-BdjuEFLZJoUEP8fQ-qwUUajF,I am making new friends here .,5,0,15.6.1,2024-05-09 18:42:27,,,15.6.1
92c0b6e0-6323-4cb9-9137-63d68ca7aed5,Marek Bulatek,https://play-lh.googleusercontent.com/a/ACg8ocJPS49O5B1RTaBk2cbc-2TbsQoWmjzvgmDdOOpAki79gdt4Sw=mo,Really bad,1,0,15.7.1,2024-05-09 18:42:17,,,15.7.1
51aba00d-44fd-4bfd-ab03-8ed49d90e701,raul tobar,https://play-lh.googleusercontent.com/a/ACg8ocKOoEDQKJN4_kvLbwz24UyCC-4xnatJzWICSme387-1WKSheQ=mo,"What a waste of time, no real women in there, fake profiles and ridiculous prices",1,0,15.7.1,2024-05-09 18:25:29,,,15.7.1
adae545f-1104-4839-903d-466ebd8a209f,Rudra Das NYS,https://play-lh.googleusercontent.com/a-/ALV-UjVJlPGNwt9on8YoZzCQQv0DSYGWDHjC4vsb8IjBXz9xIFLK6YrS,"Don't purchase packs on trial! This app is unauthorised! It will start auto pay by saying 91.60₹ /wk. But would debit 2,199 ₹ in the very first transaction saying it is for 6 months. Moment you realise before a week you don't want it anymore you can't get the balance (2107.40 ₹) back! Even after cancelling the Auto pay unlike other authorised apps.",1,0,15.7.1,2024-05-09 18:05:00,,,15.7.1
e68797ad-235c-487d-9648-3528224badb4,Jessa Mae,https://play-lh.googleusercontent.com/a/ACg8ocKJOwUGvM4pzhdYCqvg2rC2yRn5IHO3EdR-8ZXiSxgnlM3i5Q=mo,cute,4,0,,2024-05-09 18:00:44,,,
a0f284a9-5b92-46c9-a0f5-17a7303ac4e7,Kaye Shearer,https://play-lh.googleusercontent.com/a-/ALV-UjX51RfU7-Txjs3qwle1jAhYBSWmeBjJRUy3U-J5qOcJ_nudH-qX,still difficult to chat w/o a subscription.,3,0,15.7.1,2024-05-09 17:57:52,,,15.7.1
9bb6cc16-57cf-45f9-99fd-7fe65b3d4ae9,Sai Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjUDhOwAjFkpO4xsIPJuHh3o6pieTf07zkH-XQkzyshgzxANvJAi2A,Worst app ever seen. My account is showing verification pending from last 6 hours and still not verified yet. And there no option to contact customer support.,1,0,,2024-05-09 17:56:26,,,
55c5f6df-1da7-4d68-8ccd-ca5d74eb8775,Jesse Magana,https://play-lh.googleusercontent.com/a-/ALV-UjXjL1K_FP1hteZy4pbt8I40-zGQwajJ212dul7ug8KYlv8NEupzMg,"Shows I received matches and messages, but when i go to reply, they disappear. Happend multiple times. I'm surprised there isn't a class action lawsuit against tinder",3,0,15.7.1,2024-05-09 17:56:23,,,15.7.1
9c4657ee-5a6d-483d-9f2b-c1d7cb2bdb23,sajib rana,https://play-lh.googleusercontent.com/a-/ALV-UjWdf3Rst-MFxAbqOeA-xR-zOQ9xUBeDt1XUjT_2eBatvSDy_eo,Very very good,5,0,,2024-05-09 17:54:11,,,
1f090237-1a77-4baf-ada2-db3a8db8487c,Nasim Khan,https://play-lh.googleusercontent.com/a-/ALV-UjU6YqX8NESyFACqrU2ZrMKwSmbPOYTmXiZxry5mMbDQv7r9jBTf,nice,5,0,15.7.1,2024-05-09 17:48:08,,,15.7.1
e1785905-e5cf-440c-a16a-954c1ea6ef46,Nicco Rawls,https://play-lh.googleusercontent.com/a/ACg8ocKrBI6jx3V3z74TiW7eeY7hKS3ONzp7cEqfeoDpC16Y8w6BrQ=mo,cool,5,0,15.7.1,2024-05-09 17:47:31,,,15.7.1
b0cc7e1b-b676-4165-aedd-30bab25dea40,JAMES MKN,https://play-lh.googleusercontent.com/a/ACg8ocJq614ox1S_HyQDL77M8gQwOMX1E45lTkEFmtA4MObDeg78IQ=mo,very nice app 👍,5,0,15.7.1,2024-05-09 17:37:51,,,15.7.1
415ea27a-4135-4a03-b198-ee538abf9e57,zahid Wanjohi (Engineer),https://play-lh.googleusercontent.com/a-/ALV-UjVCD8D89LPgv36G7kMFLqvWXSpU0BAoE3YS7HkLNWwX_c-0jc83,best app,5,0,15.7.1,2024-05-09 17:25:05,,,15.7.1
8ae6c17c-390d-485a-984d-5c2c3977889f,Julio Perez,https://play-lh.googleusercontent.com/a/ACg8ocLb0s77AMHT0hidO0d4xCh7jmMYlz2i3lM2BXR_UYvpyltrag=mo,App is broken. Likes don't register and when I close the app and reopen the stack shows me the exact same people I just swiped on 4 min ago as If I never swiped. I can swipe 100+ people and continue swiping without ever running out but none ever register as a swipe. Heart container empties after first swipe as if I ran out but can keep going.,1,1,15.7.1,2024-05-09 17:24:11,,,15.7.1
7f6c2753-1394-4eda-96af-ea1666b2ee0e,Sanjeev Singh,https://play-lh.googleusercontent.com/a/ACg8ocL3chZ-JfmwgoHCHGYi_-j9nHhxLjfHyMSlNkWQs5Dy2l9ntg=mo,good,4,0,15.7.1,2024-05-09 17:16:25,,,15.7.1
adb1610f-4900-4b89-a76b-fbe33f60125e,Vijay Sutar,https://play-lh.googleusercontent.com/a-/ALV-UjUYBkVxpvICkevq5Nrf2pV-KWNjxm9xAXormzzCJBncTCLvlLfY,it's very expensive subscription..,5,0,14.24.3,2024-05-09 17:14:43,,,14.24.3
2a307e8d-2d42-403a-bc7e-b9a877c650e2,Pramod Budania,https://play-lh.googleusercontent.com/a/ACg8ocJ7VBoxGwDAWYWptg4ud2PErogEzuqXqAyU6prociLWdU674PU=mo,Zero,1,0,,2024-05-09 17:10:37,,,
764ebd1d-dba3-48b2-b3d7-058cda6d38e1,Driss Hs,https://play-lh.googleusercontent.com/a/ACg8ocIuCqIeRQF8Szl1xlJ-0AtDm3fAEzIVzHZAO0jLsDC5xmSUxQ=mo,Is it just me or the app is full with profiles containing Ai pictures either of dogs or nature ?,3,0,15.7.1,2024-05-09 17:01:06,,,15.7.1
408e23e0-3f1a-4442-bdc7-6a5cf94ecc6b,Thicci,https://play-lh.googleusercontent.com/a-/ALV-UjXxAUHeF11GxZETxU-VPmxjY5Y72OzRxW1_5NYcAJ1ZBnsPKkk,"They will shadowban you for no reason, do not give money to this greedy corporation",1,0,15.7.1,2024-05-09 16:55:38,,,15.7.1
c040222e-ccb0-40c6-89a4-188eaf19c4eb,Nay Thit Khant,https://play-lh.googleusercontent.com/a/ACg8ocIxxBo4IUpl6IzvKCqqS0xOucYndXVPv3FkU39xgbndAc5CuA=mo,nice app,5,0,15.7.1,2024-05-09 16:35:45,,,15.7.1
c985d85b-b8c7-4c41-ac64-b1bbffe59e3c,Hristian Stoianov,https://play-lh.googleusercontent.com/a/ACg8ocI7T_uHVcTXlf5bSYMpbtq-7HGszViVjjEAohAOgsul3gdhRg=mo,Best,5,0,15.7.1,2024-05-09 16:31:51,,,15.7.1
1f424769-a069-460e-aef9-25cf6aed31a5,S B,https://play-lh.googleusercontent.com/a/ACg8ocJHiOC55ryD4nH93MIM93KoccksXkjYj34id8OGQ3oM3o7jew7S=mo,outstanding work of connecting people,5,0,15.7.1,2024-05-09 16:08:42,,,15.7.1
0661b151-1bbd-45c6-b69d-23a62a502e48,Monu Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjV_8Tah4A77_o8v1qJgl5opq4CPRO_olV_nZz2H6Arx1r1I0xh9,very nice 👌,3,0,15.7.1,2024-05-09 16:03:08,,,15.7.1
952981c8-520a-4936-a614-53be69943f01,Makori Ogoro,https://play-lh.googleusercontent.com/a/ACg8ocKMIQW6qyYadXNgHQh_fhM7_duZC2PSmxC4_uELtn4C9ugpnA=mo,good,4,0,15.7.1,2024-05-09 15:59:49,,,15.7.1
8022c13c-afd7-49e9-909a-3ae216ee56a0,Rohit Rao,https://play-lh.googleusercontent.com/a/ACg8ocLR9FY2wlNmvpYWAWq29PaEHiAylrYxlK9RqzX7RaCOJE442A=mo,There is no matching in this app and No matching i am not getting anything in this app,1,0,15.7.1,2024-05-09 15:55:38,,,15.7.1
13f77ced-7379-4553-945e-74609aad5c97,NightGuard101,https://play-lh.googleusercontent.com/a-/ALV-UjUuI-A5FYWEEu122Y5sU7q-iznbpS_SAmzWlOtCg-NxMABmTZ4,Went to log in and now they banned my account for no reason. Haven't had any issues for 3 years and now this,1,1,14.5.0,2024-05-09 15:51:08,,,14.5.0
f9222efd-c3bd-46ce-b400-1a563dc1a13b,Hussey !,https://play-lh.googleusercontent.com/a-/ALV-UjWfuOshp6VE2Sb38cCHaKZ7FnY_Nwnzbta7oExbNMgUNNwCu4qU,"Never buy premium accounts or paid accounts, They don't have enough profiles to swipe. After taking money they will say no matches available after few swipes. Pathetic, I recharged with premium and I regret now.",1,0,15.7.1,2024-05-09 15:39:13,,,15.7.1
2405c0a8-56dc-42ea-9e3a-6b357fe15136,Rock Paper,https://play-lh.googleusercontent.com/a/ACg8ocJ9QSnyaAeKFPegxcHdQV8CtemyHBp37MmMOLOrkHrmd-8Img=mo,Technical support is a joke and account locks up.,1,1,,2024-05-09 15:36:34,,,
7fc52138-a4ab-4d3e-aae5-c3fbfe1cca19,Suraj Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjUTzaYtiSrJ1D4xdnL668OHLTYueRcOdk8OLIDT6XcT_f_lncI0,rare matches found,1,0,15.7.1,2024-05-09 15:34:06,,,15.7.1
988e25ce-52ba-4fa6-8549-0fd2cab8ff99,ijas_ ibru,https://play-lh.googleusercontent.com/a-/ALV-UjVVWKKsWmCE317eylM_md-1owCBv_tH_ORI4MSCO2Pd8M3oYdVl,better for the find to partner,4,0,15.7.1,2024-05-09 15:27:01,,,15.7.1
90bd4254-11bf-41cb-a5e0-015e7015aa58,Angelo D,https://play-lh.googleusercontent.com/a/ACg8ocKf5HErmoY_OdxjtS6mZMsonv-bytFL9TvO2EkCA-TeZfA33w=mo,I cannot say enough bad things about their customer service practices and indiscriminate banning of seemingly random profiles. They will continue to charge you after deleting your account and you will NEVER talk to a real person or be able to get a fair appeal. They have an automated system that responds to your emails based on keywords in your query. They do not have your best interests at heart. It's all about their bottom line,1,2,10.21.0,2024-05-09 15:09:12,,,10.21.0
1f492ca5-0fdc-47fb-9822-bd95b603e455,David Moroz,https://play-lh.googleusercontent.com/a-/ALV-UjVaWnSNzkPcqySxkKv3MfIto11b5ov9cnXW-ykmQfxrcG9HIBqL,"This app is what's wrong with modern society. Build to keep you there and charge as much as it's possible, with terrible interactions in general. You might find someone there at some point, but it's a gigant waste of time. Just go out and talk with people, don't waste your time on this app.",1,1,15.7.1,2024-05-09 15:08:18,,,15.7.1
74ee9b07-a832-449d-bb92-6d07ab6ddeda,Op Gamer,https://play-lh.googleusercontent.com/a-/ALV-UjWYhiu4bV95JR4dJh8w0jOW7zjCUekvuV5b_JDyYdrNqNAxh2qC,great 👍🏿,5,0,15.7.1,2024-05-09 14:43:16,,,15.7.1
84211a85-37ce-4469-b143-e4952a570430,Eduardo Alves,https://play-lh.googleusercontent.com/a/ACg8ocKzD3P1_AnRpW-a2FNWJ-YkxHllCBuseq0ENVHB4jScY9McR4o=mo,"Deu muito trabalho, mas consegui encontrar finalmente minha gatinha lá no Tinder. Junto com um superlike e uma piada cretina. Depois foi só chamar no whatsapp, colocar uma voz de programa romântico ao som de Careless whisper, e quando menos imaginei, já tava namorando. Obrigado Tinder, nos demais apps eu só dava match com traveco (nada contra).",5,0,15.7.1,2024-05-09 14:33:27,,,15.7.1
aeacbb5e-b0da-4561-bc15-d5d2418c9240,Mwanga Filipo,https://play-lh.googleusercontent.com/a/ACg8ocKjc8DkT16tCBhYE0OTkzIk-9uHaJTgafjTS_mQ27GzAmHaUw=mo,new man,4,0,15.7.1,2024-05-09 14:32:23,,,15.7.1
4d05f8e9-f095-4bd0-bad2-68ee78f470a8,Kurohaku,https://play-lh.googleusercontent.com/a-/ALV-UjV2giOlAMiS68OI_b0CjJUSRCWVm9hgkNftjvVNn7Gk4jnskwXW,"Damn I lost my account when changing device, when log in with my number it go to register page.. When I try at my old phone it doing the same. Try to calling the support team but they doesnt try to help with not answering my email...",1,0,15.7.1,2024-05-09 14:15:12,,,15.7.1
6367dc93-94cb-4044-add5-6ead3fb631fd,Rocky Martin,https://play-lh.googleusercontent.com/a-/ALV-UjXqDADY_EFochckkOewum6EYVbPM12plG-aOvevp1BoAA4AaHU,Not happy,1,0,15.7.1,2024-05-09 14:11:48,,,15.7.1
ee65d5af-af2b-47d5-b848-446679c796c2,Ian Mutinda,https://play-lh.googleusercontent.com/a-/ALV-UjVYXsGcPsRyztTs2FmVXXFnlq75sVmGlOJst7t0VrOTAQdu6Wk,How long does it take for account review because it's been a day since it showed that .....I can't access my account for chatting it keeps me off by saying it will only take a few minutes,4,2,15.7.1,2024-05-09 14:06:49,,,15.7.1
67da6756-87c0-4e7e-a17b-997b5a07d6fa,Kagiso Sandra,https://play-lh.googleusercontent.com/a/ACg8ocIN8gQyCDmBs2aBdMwpBEnqamO4MWNVrrffdwbMPeagQE-OxQ=mo,I've been downloading this app but I can't find it on my phone 🙄🙄,1,0,,2024-05-09 14:01:37,,,
60146287-1827-4375-a00a-343c08f4c95b,Bir Vatandaş,https://play-lh.googleusercontent.com/a-/ALV-UjV_kwQiO2a3W3nBMB53zW8rEUwQTArspB4FrZx6sHBdqTGKHzqf,Çok fazla fake profil var.,1,0,14.24.3,2024-05-09 13:50:27,,,14.24.3
a1232344-9a26-4b9a-ac14-191fcc135ab9,Lenah Chabeli (MIONA),https://play-lh.googleusercontent.com/a-/ALV-UjWsSBmgpwhnccUXugoFW0ti2VjZ3vjdom616-W3oAwXfzut0yBL,Very Impressive 🥰,4,0,15.7.1,2024-05-09 13:35:59,,,15.7.1
59d2c695-c78d-49be-b436-c538c5f4ea5b,Kyle Seconds,https://play-lh.googleusercontent.com/a/ACg8ocKaO8hAfHEbUW-bWDJXXPScG_3O3GPq9_e1Wg2M1Z8qx3Unhg=mo,"2 stars cause.. Too many ""Trans""",2,0,15.7.1,2024-05-09 13:35:11,,,15.7.1
